gender,ug_course,ug_specialization,interests,skills,ug_percentage,has_certifications,certification_title,is_working,first_job_title,masters_field
Male,mtech,aeronautical,financial analysisresearchtechnologyunderstand human behaviour,people managementcommunication skillsmass communicationleadershipproblem solving skillsrisk management skillsclient management,73.5,yes,ansys,yes,team leader,aeronautical engineering
Male,bcom,accountancy,"financial analysis, take risk for profits, trading, entrepreneurship, understand human behaviour","accounting skills, gathering informing, business knowledge, people management, communication skills, editing, cost accounting, market study, team work, excel, logical skills, presentation skills, wealth management, problem solving skills, writing, risk managing, reading, sales, subject knowledge",69.16,no,i am doing internship in fundamental analysis,no,data analyst,masters in business administration
Male,btech,electronics and communication engineering,technologydata scientist,programming language skillsmachine learning skillspythonsqlaws,67.0,yes,machine learning certification,yes,application developer,none
Male,ba,general studies,tradingsupply chain analysiscontent writingmarket reserachsocial media marketing,active listeningbusiness knowledgecommunication skillsnegotiation skillsproduct knowledgewriting skills,49.0,yes,hr,yes,flipkart customer care executive,currently doing masters
Male,be,mechanical engineering,data analytics,programming language skillsgathering informationartisticcreative skillsanalytical skillspeople managementcommunication skillsleadershipproblem solving skillsrisk management skillssqljava,58.9,yes,unigraphics,yes,maintenance engineer,none
Male,btech,electrical and electronics engineering,technology,power system engineering,78.85,yes,advanced power electronics,yes,maintenance engineerelectrical,masters in power systems and power electronics
Male,bachelor of journalism,mass communication,news coveragetechnologycontent writinggovt jobgame industrydigital marketingsocial media marketing,active listeningcommunication skillsnegotiation skillsmass communicationleadershipeditingwriting skillssocial media marketingcontent creationmedical knowledgejavacloud computingarchitecturehospitalityhrgood communication skills,78.0,yes,c,yes,content creator,mass communication
Male,btech,genetic engineering,"research, understand human body, biotechnology",life science molecular biology geneticspolymerase chain reaction pcrprotein expressionbiochemistry,66.595,yes,cell culture and technologies,yes,research associate,none
Male,btech,computer science engineering,"data analytics, machine learning, cloud computing",amazon web services awssqljava,81.7,yes,linux command lineaws,yes,system administrator,none
Male,mba,hospital administration,financial analysissalesmarketingsupply chain analysis,negotiation skillsleadershipproduct knowledgeproblem solving skillsgood communication skills,70.0,no,no,yes,astpurchase manager,mba hospital administration
Male,bba,management,salesmarketingsap consultant in mmproduct life cycle management,leadershiprisk management skillswealth managementclient management,67.545,yes,scrum master,yes,project manager,mba in management
Male,bcom,commerce,web designingdata analyticsgame industrydigital marketingdata scientist,editingrisk management skillsdesigning skillsdata visualization skills power bi tableau machine learning skillsrpythonsql,72.0,no,no,yes,it operations,none
Male,bcom,commerce,researchsalesmarketingteachingtechnologytradingweb designingdata analyticsgame industrydigital marketingdata scientist,editingproblem solving skillsrisk management skillsdesigning skillscrpythonsql,72.0,no,no,yes,it operations,none
Female,btech,information technology,technologyunderstand human behaviourdata analyticsweb development,hardware skillsprogramming language skillsgathering informationartisticcreative skillsjavahr,82.65,no,no,yes,application development analyst,none
Male,btech,civil engineering,financial analysisgovt jobproject management,project management,72.2,yes,budgeting and scheduling progress,yes,site civil engineer,none
Male,btech,electrical and electronics engineering,"technology, entrepreneurship","creativity skills, leadership, market study, teamwork, programming",71.25,yes,"tableau,python training",yes,developer,mtech
Male,btech,maths,financial analysisteachingunderstand human behaviour,accounting skillsbusiness knowledge,63.65,yes,ba,yes,school accountant,none
Male,btech,computer science engineering,financial analysisgame industry,active listeningprogramming language skillspeople managementcommunication skillsproduct knowledgelinuxjava,70.7,yes,java core,yes,software engineer,none
Male,bcom,mathematics,salesmarketingtradingunderstand human behaviour,artisticcreative skillsanalytical skillseditingwriting skills,60.0,yes,frankfinn,yes,dance teacher,none
Male,be,dynamics of machine,technologytradingproduct life cycle management,gathering informationbusiness knowledgepeople managementcommunication skillsleadershipproduct knowledgeproblem solving skillsrisk management skillsclient managementgood communication skills,76.0,no,no,yes,plm engineer,none
Female,bba,business administration,market reserachhuman resource,hr,80.75,yes,certified professional recruiter,yes,technical recruiter,none
Female,bcom,accountancy finance,financial analysis,accountancy financial management cost accountancy taxation,72.58,yes,the institute of chartered accountants of india,yes,financial analyst,none
Male,btech,electrical and electronics engineering,technologytradingdata scientist,active listeninghardware skillsprogramming language skillscritical thinkingmass communication,67.0,yes,python,yes,site engineer,none
Male,btech,electrical and electronic engineering,technologytradinggovt jobinfrastructuresocial causes,critical thinkingbusiness knowledgeanalytical skillsrisk management skills,63.0,no,no,yes,site engineer,none
Female,btech,electronics and communication engineering,financial analysistechnologydata analytics,analytical skillsdata visualization skills power bi tableau machine learning skillspythonsql,80.0,yes,machine learning,yes,data analyst,none
Female,btech,electronics and communication engineering,financial analysistechnologydata analytics,active listeningprogramming language skillscritical thinkingbusiness knowledgeanalytical skillscommunication skillsdata visualization skills power bi tableau machine learning skillspythonartificial intelligencesql,80.0,yes,machine learning,yes,associate consultant,none
Male,btech,electronics and communication engineering,"research, technology, entrepreneurship","business knowledge, communication skills, negotiation skills, work under pressure, leadership, editing, product knowledge, team work, logical skills, interpersonal skills, presentation skills, problem solving skills, mass communication, writing, designing skills, subject knowledge",81.13,yes,"az, dp",yes,associate engineer devops,none
Male,btech,electrical and electronics engineering,software job,no,73.15,no,no,yes,associate engineer,none
Female,btech,computer science engineering,technology,programming language skillssqljavagood communication skills,64.0,no,no,yes,associate consultant,none
Female,be,electronics and communication engineering,researchsocial justiceteachingtechnologyweb designingcontent writingdata analyticsgame industrydata scientistmarket reserachgardening,active listeningprogramming language skillscritical thinkinggathering informationartisticcreative skillsbusiness knowledgeanalytical skillspeople managementcommunication skillsnegotiation skillsmass communicationleadershipeditingproblem solving skillsrisk management skillsdesigning skillswriting skillsdata visualization skills power bi tableau machine learning skillscpresentation skillspythonsqljavahospitalityhrmatlabgood communication skills,75.0,yes,ibm certification in machine learning,yes,data science and game design trainer,masters in information technology
Male,be,electronics n telecommunication,financial analysisdata analytics,programming language skillscritical thinkinganalytical skillsfinance related skillscommunication skillsnegotiation skillsleadershipproblem solving skillsdesigning skillsdata visualization skills power bi tableau interpersonal skillspresentation skillspythonartificial intelligencegood communication skillsteaching,67.0,no,no,yes,i was working as dean r n d,electionics design technogy
Female,be,electrical and electronics engineering,technology,"sql, excel, writing, reporting, reading, building rapport, subject knowledge",86.45,no,no,yes,software engineer,none
Male,mtech,computer science engineering,technologydata analyticsdata scientist,programming language skillscritical thinkinganalytical skillsmachine learning skillspythonsqlcloud computing,76.95,no,no,yes,software engineer,master of science in computer science
Male,btech,computer science engineering,technologydata analytics,programming language skillsanalytical skillsmachine learning skillspython,79.0,yes,ibm,yes,data analyst,master in marketing management
Male,btech,electrical and electronics engineering,social justicetechnologyunderstand human behaviourdata analyticsgame industry,programming language skillscritical thinkinganalytical skillscommunication skillswriting skillsdata visualization skills power bi tableau machine learning skillscrpythonartificial intelligencesqlcloud computingmatlab,83.695,no,no,yes,zigna ai pvt ltd,none
Male,ballb,law,litigation legal service,civil criminal law,67.64,yes,commercial litigation,yes,corporate and disputes lawyer,none
Male,be,mechanical engineering,technologydata analyticsdata scientistoil and gas,programming language skillsproduct knowledgerisk management skillsmachine learning skillspythonexcel,64.81,no,no,yes,quality assurances engineer,none
Male,btech,mechanical engineering,researchtechnology,cadcaeautocadcatiaansysproeseimensnx,85.025,yes,"hypersonic wind tunnel system,numerical modeling,hydraulic expansion probe",yes,cescae fea analyst,masters in mechanical engineering
Male,btech,mechanical engineering,technology,no,76.0,no,no,yes,qualitative analyst,none
Male,btech,chemical engineering,industires,problem solving skillsprocess safety management,78.85,yes,the coshh risk assessor certification,yes,process operations engineer,none
Male,btech,bcomaccounting,"financial analysis, financial law",teamwork accounting business strategy team management marketing strategic planning financial analysis management consulting budgeting financial modellingfinancial accounting business development corporate finance financial reporting financial planning forecasting financial forecasting financial metricsaccounts receivable back reconciliation business planning business management business analysis managerial finance financial structuring,66.5,yes,management auditmsips,yes,tax consultant,none
Male,bba,sales marketing,"salesmarketing, trading, entrepreneurship","active listening, critical thinking, gathering informing, business knowledge, leadership, team work",75.05,no,no,yes,tri,none
Male,master of journalism,political science,news coverageresearchcontent writinggovt job,artisticcreative skillspeople managementcommunication skillsmass communicationeditingwriting skills,58.5,no,no,yes,sub editor,mass communication
Male,be,automobile engineering,"news coverage, research, salesmarketing, entrepreneurship","active listening, critical thinking, analytic thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, cost accounting, wealth management, observation skills, risk managing",76.0,yes,entrepreneurship course and dropshipping course at shop,yes,software engineer,none
Male,be,automobile engineering,technology,team work,79.8,no,none,yes,mechanical engineer,none
Male,bca,computer applications,"technology, entrepreneurship, understand human behaviour, understand human body","critical thinking, gathering informing, java, editing, creativity skills, team work, interpersonal skills, building rapport",66.0,no,no,yes,software tester,none
Female,bsc,agriculture,"research, teaching","python, excel, presentation skills, writing, subject knowledge",86.0,no,no,yes,scientist,masters in science
Male,be,mechanical engineering,industiresdesign,cadcaeautocadcatiaansysproeseimensnx,86.45,yes,nx unigraphics,yes,mechanical design engineer,none
Male,barch,architecture,"research, salesmarketing, understand human behaviour, architecture and construction","active listening, ai, critical thinking, gathering informing, business knowledge, people management, communication skills, negotiation skills, work under pressure, leadership, news gathering, product knowledge, designing skills, architecture and construction",71.25,yes,cad and bim certification,yes,junior architect,masters in technology
Male,bsc,mathematics,financial analysisresearchtechnologysupply chain analysis,critical thinkinganalytical skillsdata visualization skills power bi tableau machine learning skillspythonartificial intelligence,76.0,yes,tablue,yes,assistant professor,masters in mathematics
Male,bsc,mathematics,"financial analysis, technology","ai, ml, python, analytic thinking, tableau",80.0,yes,data science,yes,teacher,masters in mathematics
Prefer not to say,bsc,mathematics,teachingdata analytics,programming language skillsanalytical skillsartificial intelligencesql,60.0,no,no,yes,traning and development,mca
Male,btech,mechanical engineering,technology,"sql, oracle, work under pressure, leadership, editing, cost accounting, creativity skills, market study, team work, excel, linux, ccna",72.2,yes,ccna,yes,data engineer,none
Male,ba,political science,"financial analysis, salesmarketing, trading","accounting skills, gathering informing, business knowledge, people management",53.2,no,no,yes,real estate agent,none
Male,btech,mechanical engineering,technology,"analytic thinking, negotiation skills, team work",77.0,no,no,yes,data analyst,masters in computer science
Male,bcom,information technology,technology,"communication skills, negotiation skills, leadership, excel, microsoft windows, networking basic, computer hardware, l printer",58.0,yes,computer hardware,yes,it support,bcom
Male,mba,human resources,researchsalesmarketingteachingtechnologytradingdigital marketingmarket reserachcompering,active listeninghardware skillsprogramming language skillsanalytical skillspeople managementhr,78.75,no,no,yes,associative staff,none
Male,btech,electronics and communication engineering,web designingdigital marketingindustiresdesignblockchain,programming language skillscritical thinkingleadershipmachine learning skillsmatlab,75.0,yes,java,yes,software engineer,none
Male,btech,civil engineering,data analyst,"creativity skills, programming, teamwork, analytical skills, excel, presentation skills",73.15,yes,data science,yes,data engineer,masters in business analytics
Male,be,electronics and communication engineering,content writinggame industrydigital marketingmarket reserach,active listeningcritical thinkingproblem solving skillswriting skillsteaching,65.455,yes,digital marketing and java,no,digital marketing executive,none
Female,btech,electronics and communication engineering,data analytics,"c, python, javascript",76.0,yes,"c, python, javascript",yes,software engineer,none
Female,btech,mechanical engineering,"research, product analysis","critical thinking, work under pressure, product knowledge, excel, logical skills, presentation skills, problem solving skills, designing skills",74.7,yes,pgdca,no,mechanical engineer,none
Female,bcom,commerce,financial analysisdata analytics,accounting skillsactive listeninghardware skillsprogramming language skillsmass communicationeditingproblem solving skillsrisk management skillsdesigning skillswriting skillsdata visualization skills power bi tableau,89.0,no,no,yes,tax consultant,none
Male,be,maths,"technology, trading","accounting skills, python, artistic skills, communication skills, team work, problem solving skills, writing, designing skills, sales",66.5,yes,data science,no,fruit business,none
Male,be,automobile engineering,"financial analysis, technology, entrepreneurship","communication skills, team work",71.25,no,no,yes,data engineer,none
Female,be,computer science engineering,technology,programming language skillsjava,50.0,yes,dasdm,yes,senior associate,none
Female,btech,biotechnology,"research, understand human body, biotechnology",immunochemistryimmunocytochemistryimagej and zen softwaressdspagethinlayer chromatography tlcagarose gel electrophoresispaper chromatography,84.455,yes,cell culture and technologies biomedical nanotechnology,yes,research associate,none
Male,btech,mechanical engineering,researchtechnologytradingdata analyticsgame industry,active listeningprogramming language skillscritical thinkingbusiness knowledgeanalytical skillscommunication skillsnegotiation skillsproblem solving skillsdata visualization skills power bi tableau machine learning skillsinterpersonal skillspythonsql,83.315,yes,data science,yes,program engineering it,none
Male,be,electrical engineering,all fields related to data science,programming language skillscritical thinkinganalytical skillscommunication skillssql,67.94,no,no,yes,apprentice dp world navi mumbai,none
Female,btech,information technalogy,writing,"work under pressure, team work, interpersonal skills, presentation skills, writing",77.33,yes,"api documentation, technical writing",yes,technical writer,none
Male,ba,economics,financial analysisresearchdata analyticsdata scientist,critical thinkingbusiness knowledgeanalytical skillscommunication skillsproblem solving skillsdata visualization skills power bi tableau excel,76.0,yes,business analytics,yes,data analyst,none
Male,btech,computer science engineering,news coverageteachingtechnology,wealth managementjava,66.0,no,no,yes,junior developer,none
Male,btech,electronics and communication engineering,"vlsi, technology","core skills, programming",69.35,yes,vlsi training,yes,vlsi developer,mtech
Female,btech,computer science engineering,teachingtechnologyservicesocial causesinformation technology,accounting skillscritical thinkingpeople managementcommunication skillsjava,76.0,no,no,yes,software engineer,none
Male,btech,mechanical engineering,technology,"sql, communication skills, team work",76.0,no,devops,yes,test analyst,none
Female,btech,civil engineering,hr,"python, java, sql",77.995,no,no,yes,aspnet developer,m tech
Male,btech,mechanical engineering,technologyindustires,cadcaeautocadcatiaansysproeseimensnx,70.3,yes,certification in electronic packaging,yes,mechanical design engineer,none
Female,bcom,accountancy,financial analysis,accounting skills,57.0,no,no,no,data analyst,masters in banking financial institutions
Male,btech,computer science engineering,"machine learning, all fields related to data science",data structurescdigital marketingprogrammingpython programming languagedatabase management system dbmsmysql,70.87,yes,data structures in c certified java programmer,yes,specialist programmer,none
Male,btech,electronics telecommunications,"cyber security, technology, data analytics, machine learning, cloud computing",information securitycybersecurity incident responsecyber threat intelligence ctiitilserver administrationnetwork securitysumologiccrowdstrike falconactive directorymcafee antivirusciscoasashavlikarcsightmicrosoft operating systemscisco firewall securitycybersecurity,81.7,yes,sumo power userceh v,yes,information secuirty analyst,none
Male,be,mechanical engineering,researchteaching,analytical skillscadcaeautocadcatiaansysproeseimensnx,72.0,no,no,yes,assistant professor,masters in automobile engineering
Female,bca,c language,govt job,writing skills,75.0,no,no,no,data analysis,none
Female,btech,electronics and communication engineering,technology,no,76.0,no,no,yes,associate engineer,none
Female,btech,electrical and electronics engineering,software job,no,66.5,no,no,yes,associate trainee,none
Male,btech,electrical and electronics engineering,software job,no,66.5,no,no,yes,associate engineer,none
Male,btech,mathematics,"financial analysis, teaching, trading, understand human behaviour, understand human body","excel, presentation skills, problem solving skills, writing",57.95,no,no,no,stock trader,none
Male,mba,sales marketing,"salesmarketing, social justice","leadership, product knowledge",87.4,yes,no,yes,data analyst,masters in business administration
Male,diploma,nan coal,industires,risk management skillssap,69.0,yes,no,yes,jr engineer,none
Male,be,electronics and communication engineering,data analytics,analytical skillsproblem solving skillspythonsql,68.4,yes,data analytics,yes,lecturer,me cse
Male,mtech,electrical and electronics engineering,news coverageresearchsocial justiceteachingtechnology,active listeninghardware skillscritical thinkingbusiness knowledge,77.0,no,no,yes,teacher,none
Male,btech,electronics and communication engineering,"industires, teaching, technology",electronics hardware designproduct developmentmicrocontrollerspcb designroboticssystem deploymentgraphic designembedded systemsassembly languageiotbattery management systemselectronic circuit designelectronic hardwaremechatronics,68.4,yes,certified solidworks associate cswa mechanical designlicenses certificationsbehind the bnc oscilloscope front end design eb,yes,hardware design engineer,none
Female,btech,mechania,"research, entrepreneurship","active listening, business knowledge, work under pressure, team work, interpersonal skills, writing",90.0,no,no,yes,mechanical engineer,none
Male,btech,electrical and electronics engineering,technology,"java, programming",80.0,yes,java,yes,front end developer,none
Male,btech,data warehousing data mining,"financial analysis, research, salesmarketing, technology, entrepreneurship","python, critical thinking, analytic thinking, gathering informing, business knowledge, sql, programming, people management, communication skills, negotiation skills, work under pressure, leadership, product knowledge, creativity skills, excel, interpersonal skills, presentation skills, wealth management, linux, mass communication, tableau, observation skills, risk managing, reading, subject knowledge",71.25,yes,"sql, ccna",yes,data engineer,masters in business analytics
Male,btech,computer science engineering,technology,no,66.5,no,no,yes,web developer,none
Female,mdcs,information technalogy,financial analysis,"analytic thinking, sql, oracle, programming, team work, linux, building rapport, subject knowledge",75.0,yes,automation test engineer,yes,software engineer,masters in computer science
Female,btech,electronics and communication engineering,"understand human behaviour, understand human body","people management, communication skills, negotiation skills, leadership, creativity skills, team work, interpersonal skills, presentation skills",70.0,yes,iot,yes,data analyst,masters in business administration
Female,bcom,commerce,financial analysisresearchsocial causes,accounting skillswealth management,69.35,no,no,yes,finance consultant,mcom
Male,bba,business administration,human resource,hr,74.1,yes,tech recruitment certified professional,yes,technical recruiter,none
Male,bca,"mathematics , computer",game industry,communication skills,75.0,yes,suits,yes,medical posting,none
Male,bcom,statistics,"technology, analysis","ml, python, sql, programming, excel, problem solving skills, tableau",71.25,yes,data science,yes,sales,none
Male,btech,electrical and electronics engineering,"industires, technology",kicadkeildc to dc convertersdc to ac convertersdc drivesfacts devicesmatlabpower systems,76.0,yes,power systems,yes,engineerpower electronics,masters in power electronics
Male,be,electrical and electronics engineering,data analytics,no,65.55,no,no,yes,system engineer,none
Male,be,mechanical engineering,financial analysisresearchtechnologyunderstand human behaviourdata analyticsgovt jobdata scientistall fields related to data scienceinformation technologynavy defence relatedsports industry,analytical skillspeople managementleadershipproduct knowledgedata visualization skills power bi tableau machine learning skillspythonsql,63.0,yes,certification in data science and visualization,yes,intern at innodatatics,none
Male,bcom,business administration,salesmarketing,business knowledge,76.0,no,no,yes,data analyst,masters in business administration
Male,ba,general,social justicehome interior designinformation technology,finance related skillscivil criminal lawnegotiation skillsgood communication skills,66.0,no,no,yes,supervisor,none
Female,bsc,biotechnology,"teaching, technology","gathering informing, interpersonal skills, building rapport, subject knowledge",74.1,no,no,yes,teacher,masters in biotechnology
Female,bsc,agriculture,salesmarketingsupply chain analysis,active listeninggathering informationcommunication skillsmass communication,70.3,yes,mushroom cultivation project,yes,sales executive,none
Male,bhmct,hospitality,"financial analysis, research, technology, understand human behaviour","active listening, python, critical thinking, analytic thinking, gathering informing, artistic skills, communication skills, work under pressure, excel",74.1,yes,data science,no,transcriberscript editor,none
Male,ba,sociology,technology,"ml, python, sql, excel, r, tableau",65.55,yes,data science in python and r,no,mechanical engineer,none
Male,mba,bba,salesmarketingsocial justicehome interior designmarket reserachsocial media marketing,active listeninghardware skillsbusiness knowledgecommunication skillsnegotiation skillsmass communicationproblem solving skillssalessocial media marketinghospitalitygood communication skills,66.5,yes,supply chain managementsix sigma six sigma,yes,felix healtcare pvt ltd,marketing and finance
Male,btech,mathematics,data analyticsmarket reserachindustiresproduct life cycle managementsports industry,business knowledgeleadershipproduct knowledgeproblem solving skillsrisk management skillssaleshr,70.0,no,no,no,engineer,masters in mathematics
Male,bba,statistics,financial analysis,business knowledgeanalytical skillspeople managementcommunication skillsnegotiation skillsleadershipproblem solving skillsdata visualization skills power bi tableau machine learning skillswealth managementpythonsql,71.0,yes,python,yes,operation manager,none
Male,be,plastic design,design,designing skills,68.0,yes,post diploma in tool design and cad cam,yes,design engineer,none
Male,btech,electrical and electronics engineering,teaching,"active listening, work under pressure, teamwork, interpersonal skills, presentation skills, reading",67.45,no,no,yes,teaching,mtech
Male,btech,mechanical engineering,design,"proeficiency in software like staad pro, etabs",68.4,yes,solidworks,yes,mechanical design engineer,masters in product design and manufacturing
Female,bsc,chemistry,teaching,"critical thinking, analytic thinking, team work, problem solving skills, reading",85.5,yes,ttf,yes,teacher,masters in science
Male,btech,computer science engineering,technologygame industrymarket reserachinformation technology,programming language skillslinuxsqljava,80.0,no,no,yes,trainee consultant quality,none
Female,ballb,law,litigation legal service,critical thinkinggathering informationcivil criminal law,70.585,yes,patents,yes,lawyer ipr,none
Male,btech,mechanical engineering,technology,"team work, observation skills",73.15,no,no,yes,mechanical engineer,none
Male,bsc,computers,salesmarketingsupply chain analysisdata analytics,analytical skillsmachine learning skillssalespythonhr,65.0,yes,certification data science ai using python and r,yes,medical and sales reprasentative,mba
Female,bcom,"accounts,public finance,econamics,business studies",digital marketing,social media marketing,58.0,yes,diploma in software engineering,yes,teaching job,mastes in economics
Male,btech,civil engineering,constructionconstruction manegement,construction management,64.6,yes,structural engineering,yes,civil structural engineer,masters in civil engieering
Male,btech,civil engineering,constructionconstruction manegementurban planningproject management,"proeficiency in software like staad pro, etabs",78.185,yes,structural analysis,yes,civil structural engineer,masters in civil engineering
Male,bca,science,technologydata scientistinformation technology,"communication skillsleadershipproblem solving skillshospitalityhrclient managementgood communication skillsforeign languages french, spanish",72.0,no,no,yes,associate it consultant erp,none
Male,btech,computer science engineering,data analytics,no,66.5,no,no,yes,intern,none
Male,btech,electrical and electronics engineering,technology,"ml, python",72.12,no,pursuing data science,no,data scientist,btech
Male,hsc,communication political science,"salesmarketing, entrepreneurship, understand human body","leadership, mass communication, reading, sales",59.0,no,no,yes,telecaller,none
Male,btech,electronics and communication engineering,data analytics,no,65.55,no,no,yes,assistant system engineer trainee,none
Male,be,automobile engineering,researchsocial justiceteachingtechnology,leadershipproduct knowledgeproblem solving skills,77.9,no,no,yes,gat engine testing engineer,none
Male,btech,civil engineering,constructionconstruction manegementurban planning,"proeficiency in software like staad pro, etabs",86.45,yes,staadpro,yes,civil structural engineer,none
Male,btech,civil engineering,infrastructuresocial causesindustiresdesignconstructionconstruction manegement,"proeficiency in software like staad pro, etabs",91.295,yes,staadpro,yes,civil structural engineer,none
Female,bba,literature,social justice,analytic thinking,76.0,no,no,no,housewife,none
Male,mtech,electrical and electronics engineering,technologysupply chain analysis,communication skillspresentation skillsartificial intelligence,79.0,no,no,yes,sub engineer,sub engineer
Male,btech,electrical and electronics engineering,teachingtechnologytrading,people managementarchitecture,69.0,no,no,yes,site engineer,none
Female,btech,electronics and communication engineering,entrepreneurship,"java, sql",74.1,no,no,yes,java developer,masters in computer applications
Female,ba,general,news coveragedata analyticsgovt jobinfrastructure,business knowledgepeople managementproduct knowledge,77.0,no,no,yes,telemarketer,none
Male,btech,electrical and electronics engineering,"web development, information technology, blockchain, digital marketing, game industry",devopskubernetesdockerjenkinslinuxbash scriptgrafanaelastic stack elkamazon web services awsgitlinux system administrationansibleelasticsearchopenstackapache kafkaredisdockerbashprometheusnginx,68.115,yes,devops,yes,devops engineer,none
Male,btech,electrical and electronics engineering,data analytics,"c, c, java, javascript, python",78.85,yes,"c,c,java,javascript,python",yes,software engineer,none
Male,bsc,physics,technology,"active listening, analytic thinking, gathering informing, artistic skills, business knowledge, sql, communication skills, news gathering, editing, creativity skills, team work, excel, presentation skills, c, writing, reading, designing skills",76.95,yes,"pgdca, tally, excel",yes,data entry operator,none
Female,bba,business administration,understand human behaviourretailerservicesocial causes,recruiting,76.95,yes,certified professional recruiter,yes,hr executive,none
Female,msc,science,understand human bodycontent writingdigital marketingproduct life cycle management,critical thinkinggathering informationleadershipeditingproduct knowledgeproblem solving skillswriting skillsmachine learning skillsinterpersonal skillsmedical knowledge,82.0,yes,instructional designing,yes,senior editor,senior editor
Male,btech,electronics,financial analysisresearchsalesmarketingtechnologysupply chain analysisdata analyticsdigital marketingmarket reserachsocial media marketingmachine learningsports industryblockchainsalesforce adminconstructionconstruction manegement,active listeningcritical thinkinggathering informationartisticcreative skillsbusiness knowledgepeople managementcommunication skillsnegotiation skillsmass communicationleadershipproduct knowledgeproblem solving skillsrisk management skillsdesigning skillswriting skillsdata visualization skills power bi tableau salessocial media marketinginterpersonal skillswealth managementpresentation skillsrpythonsqlcontent creationgood communication skills,69.0,no,no,yes,business development manager,masters in sales marketing
Male,be,automobile engineering,"news coverage, research, social justice, technology, entrepreneurship, understand human behaviour, understand human body","artistic skills, business knowledge, people management, editing, product knowledge, creativity skills, team work, designing skills",73.245,no,no,no,project associate,masters in business administration
Male,diploma,mechanical machines,technology,critical thinkingpeople managementleadershipproduct knowledgeproblem solving skillssap,60.0,yes,indians skills industrial machinery,no,technical associate,diploma in machanical engineering
Male,degree,bio technology,salesmarketing,sales,60.0,no,no,yes,business,masters in biotechnology
Male,btech,computer science engineering,technology,"ai, ml, python",85.5,yes,data scientist,yes,data scientist,masters in data science
Female,bcom,accountancy,financial analysis,accounting skills,82.0,no,no,yes,tech support,masters in business administration
Female,bms,sales marketing,"research, teaching, technology, entrepreneurship","gathering informing, communication skills, editing, presentation skills, observation skills, reading, subject knowledge",80.0,no,no,no,hr,masters in commerce
Female,btech,cee,data analytics,python,85.5,no,python,yes,software engineer,none
Female,bsc,computers,social justiceunderstand human behaviourgardeningsocial causesall fields related to data scienceinformation technology,active listeninggathering informationbusiness knowledgegood communication skills,70.0,yes,adca,yes,researcher,none
Male,be,computer science engineering,data analytics,no,66.5,no,no,yes,software engineer,none
Female,ba,advertising,researchsalesmarketingunderstand human behaviourcontent writing,active listeningcritical thinkinggathering informationartisticcreative skillspeople managementcommunication skillsnegotiation skillsmass communicationeditingproblem solving skillswriting skillssocial media marketingpresentation skillscontent creation,82.65,yes,no,yes,content writer and creative strategist,none
Male,btech,computer science engineering,software job,"js, php, css, html, android",78.85,yes,"js, php,css,html, android",yes,it engineer,none
Female,be,elections and telecommunication engineering,teachingunderstand human behaviourweb designing,pythonsqljavacloud computing,78.67,yes,software testing,yes,software testing,none
Male,bca,computer applications,web development,programming language skillssqljavacloud computing,63.46,no,no,yes,programmer analyst,none
Male,btech,computer science engineering,software job,"full stack, sql",78.85,yes,"full stack, sql",yes,qa analyst,none
Male,bca,software development,financial analysisresearchsocial justiceteachingtradingcontent writing,business knowledgeanalytical skillsdata visualization skills power bi tableau clinuxpythonjava,62.35,yes,c,yes,entry level software engineer,masters in computer application mca
Female,btech,computer science engineering,technology,"python, java, sql",72.96,no,no,yes,pat,masters in computer science
Female,bcom,computer applications,teaching,derivatives,65.55,no,no,yes,software engineer,masters in science
Male,be,mechanical engineering,supply chain analysissap consultant in mm,people managementsap,60.75,yes,sap mm global certification,yes,sap consultant,none
Male,btech,computer science engineering,data analytics,no,74.1,no,no,yes,fsc,none
Male,ma,sociology,salesmarketingunderstand human behavioursocial causescustomer care,active listeningcommunication skillsproduct knowledgeproblem solving skillshospitality,51.0,yes,diploma in computer application,yes,customer care,masters in sociology
Male,btech,computer science engineering,software job,no,76.0,no,no,yes,developer,none
Female,btech,computer science engineering,technology,"sql, communication skills",72.01,yes,linkedin certification,yes,software engineer,masters in data analytics
Male,bba,financial analyst,financial analysis,project financefinancial modelingbusiness strategy,83.98,yes,financial modelling and valuation cfa programmicroeconomic diagnostics,yes,financial analyst,finance
Male,btech,psychology,"research, social justice, understand human behaviour, understand human body","accounting skills, active listening, artistic skills, people management, civil criminal law, communication skills, negotiation skills, work under pressure, leadership, creativity skills, logical skills, interpersonal skills, problem solving skills, observation skills, risk managing, designing skills",85.5,no,no,yes,psychologist,masters in psychology
Female,btech,computer science engineering,"financial analysis, technology","gathering informing, business knowledge, sql, leadership, writing, designing skills",74.4,yes,java,yes,data analyst,masters in business analytics
Male,ba,tamil,teaching,people management,74.1,no,no,yes,lecturer,master in tamil
Female,bsc,physics,teaching,teaching,86.0,no,no,yes,teacher,masters in science
Male,btech,computer science engineering,"cyber security, technology, data analytics, machine learning, cloud computing",threat vulnerability managementendpoint securityvulnerability assessmentiso information securityproofpointpalo alto networkssymantec endpoint protectionsophossvulnerability managementsecurity information and event management siemthreat analysisthreat assessmentsplunkiso lead auditorpkicyber security riskcybersecurity incident responsevulnerability scanningsecurity,77.33,yes,applied cybersecurity essentials hybrid intensiveiso lead auditor information security management system splunk fundamentalsaccredited configuration engineer aceethical hacking,yes,cyber security analyst,none
